number;id;exp_x;exp_y;coeff
672;2fc63f9ee5f2d47de95452fc538ca5ae;0,1,0,1;0,0,1,1;-0.40569,-0.45501,-0.33712,0.32688
673;54087b5d07bfdc4dfd9dcf151eb6b4df;0,1,0,1;0,0,1,1;-0.15329,0.22381,0.49869,0.081302
674;51dd5cc36a712980869188f8ae5edfdf;0,1,0,1;0,0,1,1;0.15329,-0.22381,-0.49869,-0.081302
675;d6548ab84916150b74d6d5538abad4f3;0,1,0,1;0,0,1,1;0.31482,0.29707,0.27799,-0.0032158
676;7a497fb424530d0e2cfbc5be4c11f551;0,1,0,1;0,0,1,1;-0.31482,-0.29707,-0.27799,0.0032158
677;dddc29d91c8c3167f6dbca2a7b9d2f58;0,1,0,1;0,0,1,1;-0.43474,0.31537,0.098833,0.052215
678;65406a8fd62b6e38115de1ad3719fa90;0,1,0,1;0,0,1,1;0.43474,-0.31537,-0.098833,-0.052215
679;c4a264793d9aa94038b7a5323162df4c;0,1,0,1;0,0,1,1;-0.24667,0.24561,0.25465,0.13139
680;3e54b43e012c98b8615ece3a9712a986;0,1,0,1;0,0,1,1;0.24667,-0.24561,-0.25465,-0.13139
681;2fd5491f9d14d063b66246d34560a385;0,1,0,1;0,0,1,1;-0.073291,0.56943,0.26569,0.054396
682;2a65a5b6349cd29daf4dd50b2a828fcb;0,1,0,1;0,0,1,1;0.073291,-0.56943,-0.26569,-0.054396
683;4d2fc5b5896bd012b6b861e5fc99443b;0,1,0,1;0,0,1,1;-0.35411,0.22791,0.33267,0.024555
684;ded75cebcea1aeae6371ca3335bf0435;0,1,0,1;0,0,1,1;0.35411,-0.22791,-0.33267,-0.024555
685;31f925e0652c387c1e3789f5be7e5331;0,1,0,1;0,0,1,1;-0.043086,0.16688,0.32644,-0.039383
686;51b7b6c97d97ca983f92223e7472f31d;0,1,0,1;0,0,1,1;0.043086,-0.16688,-0.32644,0.039383
687;a295b483e1ae759e12fca77ca3d9fed6;0,1,0,1;0,0,1,1;-0.24025,0.24958,0.034639,-0.025993
688;1e188bfef9f2b6399eed0adabeb62d86;0,1,0,1;0,0,1,1;0.24025,-0.24958,-0.034639,0.025993
689;9732cf63d531a90c39c569430f34465a;0,1,0,1;0,0,1,1;0.22091,0.32598,0.11899,0.10667
690;fe40ebd3e739610cf600f6b23e4f0434;0,1,0,1;0,0,1,1;-0.22091,-0.32598,-0.11899,-0.10667
691;8d954dcec05332fac76366b94a5a121a;0,1,0,1;0,0,1,1;0.025533,0.56862,0.28209,0.10185
692;90e95e0bd62281ada822991744464e16;0,1,0,1;0,0,1,1;-0.025533,-0.56862,-0.28209,-0.10185
693;8ba483168285d08fcda032b415ef0c3d;0,1,0,1;0,0,1,1;-0.48825,0.12969,0.32059,0.11072
694;42561a59d8a55bd05b6649d88a93a7b3;0,1,0,1;0,0,1,1;0.48825,-0.12969,-0.32059,-0.11072
695;d8471995203730005a2719d0301e25da;0,1,0,1;0,0,1,1;0.29353,0.30199,0.39353,-0.065118
696;52958bea7054ecfd62ad877beaeb25a2;0,1,0,1;0,0,1,1;-0.29353,-0.30199,-0.39353,0.065118
697;af13cdb276a60c8cc58d24cb0a1e838d;0,1,0,1;0,0,1,1;-0.033412,0.48241,0.1854,-0.12879
698;2b459dfe9e57e63fd95d465664a80fe6;0,1,0,1;0,0,1,1;0.033412,-0.48241,-0.1854,0.12879
699;5fb62121657acb241a391412644dd408;0,1,0,1;0,0,1,1;-0.027906,0.40163,0.30347,0.26403
700;55ae90be7d953a86d12fd74595ee25ea;0,1,0,1;0,0,1,1;0.027906,-0.40163,-0.30347,-0.26403
701;4ab2aca017c19feb1fa9cf4a5132c81b;0,1,0,1;0,0,1,1;-0.47267,0.33955,0.3531,0.19335
702;79042c0e95b85a6f1789bb1c6ea94203;0,1,0,1;0,0,1,1;0.47267,-0.33955,-0.3531,-0.19335
703;a5aa72ffc5ec6a05d470edbd67aff4cc;0,1,0,1;0,0,1,1;0.080336,0.17328,0.34755,0.010801
704;856ed9b4608178602690ff9364110fdd;0,1,0,1;0,0,1,1;-0.080336,-0.17328,-0.34755,-0.010801
705;defb2245d85ecf9b190cf46933447c24;0,1,0,1;0,0,1,1;-0.18106,0.33879,0.39578,0.30522
706;bd888eb5ae055fa848508767608b4eec;0,1,0,1;0,0,1,1;0.18106,-0.33879,-0.39578,-0.30522
707;8bbd956ae91f6296df7283a2e24d320a;0,1,0,1;0,0,1,1;-0.12391,0.43847,0.31509,0.12984
708;39a54c1ba779667ada04255cd73d4e26;0,1,0,1;0,0,1,1;0.12391,-0.43847,-0.31509,-0.12984
709;8b097cd36dc55b4e52ccaa30d1ed62a5;0,1,0,1;0,0,1,1;0.044735,0.25314,0.49736,-0.20158
710;a896e82df15fdd2121211ebd28780f42;0,1,0,1;0,0,1,1;-0.044735,-0.25314,-0.49736,0.20158
711;1fc27bcfa78d825be3686c9090f71ace;0,1,0,1;0,0,1,1;0.27592,0.061549,0.61716,0.038476
712;dd5b5465e3c4ee7ca92e4c37d3a0bc78;0,1,0,1;0,0,1,1;-0.27592,-0.061549,-0.61716,-0.038476
713;e2f492c3d4f6f20c81cf51548d769b5d;0,1,0,1;0,0,1,1;-0.064645,0.12544,0.10371,0.0082454
714;5a41b737769dcaa2568d43db905baf96;0,1,0,1;0,0,1,1;0.064645,-0.12544,-0.10371,-0.0082454
715;89e8a6dc878cebca5b17ed238eec25bc;0,1,0,1;0,0,1,1;0.020745,0.33046,0.61141,-0.061758
716;37f1a5e6720dd553000b951c6bd4f9f5;0,1,0,1;0,0,1,1;-0.020745,-0.33046,-0.61141,0.061758
717;33d71c3b35ec1c32597841e32a8ee5e8;0,1,0,1;0,0,1,1;0.056464,0.039388,0.13628,0.035155
718;b8d0d2905e7d2bc5fe019994735d5631;0,1,0,1;0,0,1,1;-0.056464,-0.039388,-0.13628,-0.035155
719;17efc3af22282867f186ffb570586ca1;0,1,0,1;0,0,1,1;0.021266,0.34874,0.37817,0.12745
720;e16c7c8ab3799a71cf68c58d330e2dd1;0,1,0,1;0,0,1,1;-0.021266,-0.34874,-0.37817,-0.12745
721;325d90b86005b655e53f4f7425f12438;0,1,0,1;0,0,1,1;0.40276,0.072085,0.39248,0.037954
722;6d69e03b9c58acfd831439ccdadaaaa4;0,1,0,1;0,0,1,1;-0.40276,-0.072085,-0.39248,-0.037954
723;0a38ebecf022cb2feedd3a0d8da7becf;0,1,0,1;0,0,1,1;-0.086453,0.17199,0.27477,0.11059
724;a7935fabb5671cebf053fd93a89ab026;0,1,0,1;0,0,1,1;0.086453,-0.17199,-0.27477,-0.11059
725;b0dce1c57e48134792bcbc8833100031;0,1,0,1;0,0,1,1;0.026379,0.23824,0.56976,-0.16434
726;003ab0bec04bb2a533c4560ba54e73c7;0,1,0,1;0,0,1,1;-0.026379,-0.23824,-0.56976,0.16434
727;256f3837186145e0d2ce401cd18a3512;0,1,0,1;0,0,1,1;-0.201,0.44124,0.097553,0.020284
728;48f7eea55c5d2e6224b3936a19921d8b;0,1,0,1;0,0,1,1;0.201,-0.44124,-0.097553,-0.020284
729;cca82b83f6017c87611e2fe497af7137;0,1,0,1;0,0,1,1;0.067732,0.61355,0.17781,-0.073858
730;b4ed7a709248443a811b265c021884ba;0,1,0,1;0,0,1,1;-0.067732,-0.61355,-0.17781,0.073858
731;c638037827656eae663612c9f38fe4ab;0,1,0,1;0,0,1,1;0.26329,0.16187,0.32557,-0.062829
732;b147893b4efecb3a5cc484049d9dc16a;0,1,0,1;0,0,1,1;-0.26329,-0.16187,-0.32557,0.062829
733;651655e5614c1b8fb96e1da71299a2eb;0,1,0,1;0,0,1,1;0.10971,0.27897,0.55238,0.033391
734;eeb1a5f5c85cb5daab492777fdce1322;0,1,0,1;0,0,1,1;-0.10971,-0.27897,-0.55238,-0.033391
735;5f21a8d478323421c8c6095359756ca5;0,1,0,1;0,0,1,1;0.33163,0.29977,0.36983,-0.23187
736;8bb1c14de9395580e40c543ba3c33cf4;0,1,0,1;0,0,1,1;-0.33163,-0.29977,-0.36983,0.23187
737;774c91d1a2231eeffaa8727aab445f56;0,1,0,1;0,0,1,1;0.064832,0.18667,0.2033,0.16947
738;43761554eddce404539ec5fea94b1ef7;0,1,0,1;0,0,1,1;-0.064832,-0.18667,-0.2033,-0.16947
739;4afd1555c230bb029c0d2721ec060e8c;0,1,0,1;0,0,1,1;0.082798,0.041352,0.65886,0.023344
740;ee73a34c8dab4e1b9edc7c0307618345;0,1,0,1;0,0,1,1;-0.082798,-0.041352,-0.65886,-0.023344
741;fdb36977e51142bceb0f7fa657f07c0b;0,1,0,1;0,0,1,1;-0.43306,0.013836,0.54895,0.013581
742;e0b49cd6973ad66cba6180c800c12191;0,1,0,1;0,0,1,1;0.43306,-0.013836,-0.54895,-0.013581
743;06b1bf8ff6c04fdb177b8e364ee7c7a8;0,1,0,1;0,0,1,1;-0.36594,0.46674,0.041963,-0.013037
744;418c0fe5fc09841ae46f92f2a885906d;0,1,0,1;0,0,1,1;0.36594,-0.46674,-0.041963,0.013037
745;77b2dc18b9673cfa9a49636992d6e35b;0,1,0,1;0,0,1,1;0.14231,0.4617,0.2083,0.1526
746;a6455907be84bb13a4e7a7ced7520e26;0,1,0,1;0,0,1,1;-0.14231,-0.4617,-0.2083,-0.1526
747;bc532612dbab4a666df3ea2d76ec3613;0,1,0,1;0,0,1,1;-0.095613,0.084228,0.5635,0.037475
748;4f5049a180ad564cf4cce726f65331ad;0,1,0,1;0,0,1,1;0.095613,-0.084228,-0.5635,-0.037475
749;be49cb88e8be1bc2db04fcce50da8d5e;0,1,0,1;0,0,1,1;-0.06023,0.30279,0.2932,-0.080853
750;706fa9756fd3bf9cb18d76a26b8e0dd4;0,1,0,1;0,0,1,1;0.06023,-0.30279,-0.2932,0.080853
751;d61dfb839e65f44915124ad0abe9357f;0,1,0,1;0,0,1,1;-0.50209,0.24154,0.26138,0.22274
752;115d20104db76c83664c24177087f140;0,1,0,1;0,0,1,1;0.50209,-0.24154,-0.26138,-0.22274
753;a068f4d72e3f06119ee7308df941f6c4;0,1,0,1;0,0,1,1;0.039361,0.38697,0.2596,-0.16789
754;7ec1d267718c7ad161154bf57a2dbc83;0,1,0,1;0,0,1,1;-0.039361,-0.38697,-0.2596,0.16789
755;d4712ea50e1a45ca21b411ae760bb189;0,1,0,1;0,0,1,1;0.096091,0.23169,0.29939,0.21689
756;1930a287c18d5004a9dc9d64f2c776ca;0,1,0,1;0,0,1,1;-0.096091,-0.23169,-0.29939,-0.21689
757;35cacbf55ad8b134709c359243b6f440;0,1,0,1;0,0,1,1;-0.18689,0.2227,0.65634,0.11054
758;06e04e635f75409165c1f4e69eed64f1;0,1,0,1;0,0,1,1;0.18689,-0.2227,-0.65634,-0.11054
759;d08610076029ecaace9ec9134a2d8afb;0,1,0,1;0,0,1,1;-0.25288,0.45002,0.40345,0.13541
760;7b4d2acbc98f1c1356b030ddc68cb709;0,1,0,1;0,0,1,1;0.25288,-0.45002,-0.40345,-0.13541
761;91448d7c4e74e46c911ceb5adf0093e8;0,1,0,1;0,0,1,1;-0.29858,0.43051,0.25484,0.051884
762;293d309c07fb7bdc0c8641d599527030;0,1,0,1;0,0,1,1;0.29858,-0.43051,-0.25484,-0.051884
763;c2aa7383dfca97bb68cddf04da59ec25;0,1,0,1;0,0,1,1;-0.040659,0.47215,0.37535,0.089048
764;db8f7579d63fc9b5473e848b9499548f;0,1,0,1;0,0,1,1;0.040659,-0.47215,-0.37535,-0.089048
765;9665dcf7b934a095599551680e7b9a80;0,1,0,1;0,0,1,1;0.063257,0.41272,0.14298,-0.049535
766;4aade0ead543a83c6740210aec2f1d95;0,1,0,1;0,0,1,1;-0.063257,-0.41272,-0.14298,0.049535
767;0f961626f74731f14a499c6ab3cb510a;0,1,0,1;0,0,1,1;-0.087558,0.10597,0.71453,0.087357
768;d9311c5a8a5000d8f2e266e55148eb5b;0,1,0,1;0,0,1,1;0.087558,-0.10597,-0.71453,-0.087357
769;af43135b0fa79579c24531de3f291168;0,1,0,1;0,0,1,1;-0.11296,0.11279,0.36725,0.097661
770;752a096f49ffb4616e7e52584078598f;0,1,0,1;0,0,1,1;0.11296,-0.11279,-0.36725,-0.097661
771;4fbf3062889489f9002c50830c936810;0,1,0,1;0,0,1,1;-0.28164,0.24521,0.15865,0.049168
772;5bdafa43cd38cb674d855201aea34657;0,1,0,1;0,0,1,1;0.28164,-0.24521,-0.15865,-0.049168
773;d571b27d8010c3b3986923438ce10f35;0,1,0,1;0,0,1,1;-0.3838,0.14214,0.15742,0.12342
774;42bd543c941264e6522d80988dbfbc19;0,1,0,1;0,0,1,1;0.3838,-0.14214,-0.15742,-0.12342
775;dfb21889da979d3334f132f3b1ef700d;0,1,0,1;0,0,1,1;0.19843,0.16421,0.46599,0.072541
776;694ca78e50d4851aeb8508ba76071c9c;0,1,0,1;0,0,1,1;-0.19843,-0.16421,-0.46599,-0.072541
777;12b26e2775750fa037eb4c85a80fb458;0,1,0,1;0,0,1,1;0.034539,0.25158,0.56206,0.041127
778;ab8cdc939ab081b64ec5cd6344a493bb;0,1,0,1;0,0,1,1;-0.034539,-0.25158,-0.56206,-0.041127
779;cd434b5339048663e38bfe7bb3320cbb;0,1,0,1;0,0,1,1;0.046101,0.34042,0.16112,-0.10383
780;c29d3799ee240fb163b29938c03796d5;0,1,0,1;0,0,1,1;-0.046101,-0.34042,-0.16112,0.10383
781;e0781a3614f10393c54a50d8d914a604;0,1,0,1;0,0,1,1;-0.19935,0.20652,0.18346,-0.025926
782;98f60251ae7c6686207524c7fc482495;0,1,0,1;0,0,1,1;0.19935,-0.20652,-0.18346,0.025926
783;84bb48e6e567c2e005e4035ec18bb447;0,1,0,1;0,0,1,1;-0.40502,0.29796,0.31601,0.27397
784;31b405fb465790abc69d1cc86e26ca60;0,1,0,1;0,0,1,1;0.40502,-0.29796,-0.31601,-0.27397
785;1f1a88439eba7dc75074d0d6f6046dbd;0,1,0,1;0,0,1,1;-0.12961,0.37332,0.37667,0.22764
786;7429b3c65ef6c3c6b14aa3919687e183;0,1,0,1;0,0,1,1;0.12961,-0.37332,-0.37667,-0.22764
787;3b2673fe08a2b2c68cc200558e8af8a3;0,1,0,1;0,0,1,1;0.085323,0.46117,0.44484,-0.11678
788;e113bcab4fb3f231ce84412bb9b77723;0,1,0,1;0,0,1,1;-0.085323,-0.46117,-0.44484,0.11678
789;3070ec977c8c740edddd0b4e10efe5f0;0,1,0,1;0,0,1,1;0.19136,0.11664,0.42101,0.021214
790;ef435b6ffd3d2c8e79459b89702464cd;0,1,0,1;0,0,1,1;-0.19136,-0.11664,-0.42101,-0.021214
791;71b2bd79c95ae8de617c61b4991d3127;0,1,0,1;0,0,1,1;-0.35391,0.46507,0.053164,0.028147
792;557abf1232d4a08c3bf95c2904803fb8;0,1,0,1;0,0,1,1;0.35391,-0.46507,-0.053164,-0.028147
793;fb48f1013faaeab21bdb0d81b4171227;0,1,0,1;0,0,1,1;0.17439,0.23376,0.36737,0.034331
794;5a997e337ef343e73a8703b3cbd305c0;0,1,0,1;0,0,1,1;-0.17439,-0.23376,-0.36737,-0.034331
795;0fb7e0c3e03530d9271fcc7b37db95f9;0,1,0,1;0,0,1,1;-0.049696,0.1359,0.78279,-0.0076936
796;30129e1f0f65daa3845a48a5d295be87;0,1,0,1;0,0,1,1;0.049696,-0.1359,-0.78279,0.0076936
797;a7b9f3f9e069090f74c76aba33c8aa27;0,1,0,1;0,0,1,1;-0.54044,0.39339,0.17316,0.10983
798;979567c6f86a273b86afa50553b9254b;0,1,0,1;0,0,1,1;0.54044,-0.39339,-0.17316,-0.10983
799;94bdc7dd3d660aefa82a2953f844afc8;0,1,0,1;0,0,1,1;0.049588,0.23047,0.24269,0.076546
800;971f05ced103ee3a0caa79018bb56c91;0,1,0,1;0,0,1,1;-0.049588,-0.23047,-0.24269,-0.076546
801;541d09f647f0b6be7777c9dd8ff650aa;0,1,0,1;0,0,1,1;0.10824,0.18765,0.18922,0.11721
802;47ebcf6bbf658072f5add0072a889dc3;0,1,0,1;0,0,1,1;-0.10824,-0.18765,-0.18922,-0.11721
803;ec9ceecce3b407cd3ef04da9c8cd2a8c;0,1,0,1;0,0,1,1;0.39959,0.19313,0.29131,-0.06363
804;15e38674b591029650533c61223f6495;0,1,0,1;0,0,1,1;-0.39959,-0.19313,-0.29131,0.06363
805;d9bb032396ae63fefe4558950dd2d3bb;0,1,0,1;0,0,1,1;-0.27569,0.27086,0.21408,0.039972
806;ba1fd785435dae71c9f1679dc6f20691;0,1,0,1;0,0,1,1;0.27569,-0.27086,-0.21408,-0.039972
807;fa69f17fdb0fd526f6222fd63f0788c6;0,1,0,1;0,0,1,1;-0.14099,0.46293,0.37714,0.20452
808;353c8f0665db0c9b9ecaef41e1a90ccf;0,1,0,1;0,0,1,1;0.14099,-0.46293,-0.37714,-0.20452
809;196a3034d42558691d0bcf436125c7d9;0,1,0,1;0,0,1,1;0.26544,0.50784,0.25368,-0.10478
810;5aea56578f0bb5e3bb6b02a8cbcef10f;0,1,0,1;0,0,1,1;-0.26544,-0.50784,-0.25368,0.10478
811;1d46ad822068ea5a9939125776d64cc6;0,1,0,1;0,0,1,1;-0.044866,0.34671,0.4124,0.12857
812;453cefaf30cb760654dd08170416c221;0,1,0,1;0,0,1,1;0.044866,-0.34671,-0.4124,-0.12857
813;1add74da33df971b813042f0c74ea5a8;0,1,0,1;0,0,1,1;0.17092,0.35366,0.19511,0.10152
814;09ee3af5ef3f63f0061092950b7e1b9a;0,1,0,1;0,0,1,1;-0.17092,-0.35366,-0.19511,-0.10152
815;304433d2e7d405f700d8c772621ed413;0,1,0,1;0,0,1,1;-0.35787,0.34633,0.35718,0.2196
816;cb8cc75601c8e3caa8be6af67f565cc2;0,1,0,1;0,0,1,1;0.35787,-0.34633,-0.35718,-0.2196
817;ed81566b63467f288a74d6a0555bc085;0,1,0,1;0,0,1,1;0.36118,0.48124,0.36492,-0.34288
818;1bcc434869f46335dcc56977a22994d9;0,1,0,1;0,0,1,1;-0.36118,-0.48124,-0.36492,0.34288
819;2a9a4d307f228fae44431bef44ecdff1;0,1,0,1;0,0,1,1;0.41883,0.33115,0.21595,-0.15108
820;5100580ea14651609ba2e9382cd4b562;0,1,0,1;0,0,1,1;-0.41883,-0.33115,-0.21595,0.15108
821;e17432759a29c0925cec7e26bd36ad6b;0,1,0,1;0,0,1,1;-0.13802,0.64802,0.12126,0.0075365
822;2e9abcc4912a323dd615b3f45fff746e;0,1,0,1;0,0,1,1;0.13802,-0.64802,-0.12126,-0.0075365
823;0525aede053a05615864241f0c82a7dc;0,1,0,1;0,0,1,1;0.29736,0.2449,0.59415,-0.15688
824;c8a099c9c4142ee3979e31d6e8978096;0,1,0,1;0,0,1,1;-0.29736,-0.2449,-0.59415,0.15688
825;a3b8a928c5fd7f8d377150d0dadf8d40;0,1,0,1;0,0,1,1;0.036473,0.32455,0.38025,-0.14066
826;2a40210d34449301be7c2be63abdd2ae;0,1,0,1;0,0,1,1;-0.036473,-0.32455,-0.38025,0.14066
827;ad5d6ac9379aa8a88b406f428799a6d2;0,1,0,1;0,0,1,1;0.122,0.12427,0.46436,0.10959
828;380d0d1520293fe10566f60db4931c0b;0,1,0,1;0,0,1,1;-0.122,-0.12427,-0.46436,-0.10959
829;b152c9550e041a892cb725d27272515e;0,1,0,1;0,0,1,1;0.266,0.069518,0.4777,0.05052
830;ae5ebaf23180c074cdf42f1a2fad63ff;0,1,0,1;0,0,1,1;-0.266,-0.069518,-0.4777,-0.05052
831;9947859d0204c44dafda0e0e9a94793b;0,1,0,1;0,0,1,1;-0.46464,0.44555,0.3918,0.33708
832;dccfa8d35ef2ff9a7f76082590af5595;0,1,0,1;0,0,1,1;0.46464,-0.44555,-0.3918,-0.33708
833;2fb4e5c363ff093942af87a6c32c96a3;0,1,0,1;0,0,1,1;0.43028,0.38923,0.28205,-0.19087
834;2dda4173d2d100ac7cc11e0b6fa04b85;0,1,0,1;0,0,1,1;-0.43028,-0.38923,-0.28205,0.19087
835;8e4bf0a5500a98302081cb56669cebb5;0,1,0,1;0,0,1,1;0.10995,0.10731,0.099925,0.010262
836;4d605d1f1a7ba8c5d54703d37a0423dd;0,1,0,1;0,0,1,1;-0.10995,-0.10731,-0.099925,-0.010262
837;1270814d9e7290c90ab9a163d0282789;0,1,0,1;0,0,1,1;0.12173,0.11686,0.26725,0.023112
838;f57fcf8bd64546b4572d00eaca54139a;0,1,0,1;0,0,1,1;-0.12173,-0.11686,-0.26725,-0.023112
839;c7cccf5f15668098028dbfc08b195aeb;0,1,0,1;0,0,1,1;-0.35032,0.25999,0.24879,-0.086669
840;3aba49c94a678a8b512d079154cbccb0;0,1,0,1;0,0,1,1;0.35032,-0.25999,-0.24879,0.086669
841;bd1444c069f58e83afb438c8fd45c1a0;0,1,0,1;0,0,1,1;0.49013,0.19783,0.23645,-0.077483
842;3db64c357563943c78eb73b1e818ec63;0,1,0,1;0,0,1,1;-0.49013,-0.19783,-0.23645,0.077483
843;a094551f0bf3b2206f2553eb10433c8d;0,1,0,1;0,0,1,1;-0.2431,0.29611,0.47892,0.27501
844;b32a4c14746d008d4989bafcc6624db7;0,1,0,1;0,0,1,1;0.2431,-0.29611,-0.47892,-0.27501
845;2914d73c67043d201afd9ca8312d7246;0,1,0,1;0,0,1,1;0.074427,0.81168,0.14554,-0.047369
846;e44a4353eaa21bfa7cedf4c72e7229d2;0,1,0,1;0,0,1,1;-0.074427,-0.81168,-0.14554,0.047369
847;9bf85d152d4e64bf53921e05a323c7f7;0,1,0,1;0,0,1,1;-0.050942,0.27578,0.23817,-0.11516
848;b405a316b0dba4883c962f5b61d5dc7a;0,1,0,1;0,0,1,1;0.050942,-0.27578,-0.23817,0.11516
849;5c7d902396814712ec150dfddd7f84e7;0,1,0,1;0,0,1,1;-0.10526,0.37852,0.3124,0.10578
850;d62506e7ba8cce20a7862170bfea6e5f;0,1,0,1;0,0,1,1;0.10526,-0.37852,-0.3124,-0.10578
851;8203f9d3495db758943b3b4d98a8bc14;0,1,0,1;0,0,1,1;0.1707,0.21868,0.22218,-0.013386
852;d8b458925c972c68be58eecb25e5b940;0,1,0,1;0,0,1,1;-0.1707,-0.21868,-0.22218,0.013386
853;67b965d2d19f319f86db9a009e5bd4b2;0,1,0,1;0,0,1,1;0.16969,0.47367,0.37325,-0.12282
854;144ada31b83da56cff42c424bf8c8bc2;0,1,0,1;0,0,1,1;-0.16969,-0.47367,-0.37325,0.12282
855;e5039938d01e617ebaad2099504868da;0,1,0,1;0,0,1,1;0.38234,0.34522,0.23444,-0.15501
856;ea2faa7d9234a70e19bb0b8c7dfa4e79;0,1,0,1;0,0,1,1;-0.38234,-0.34522,-0.23444,0.15501
857;7874086632e3c4948f141e8b1f574016;0,1,0,1;0,0,1,1;0.13505,0.12065,0.845,-0.11193
858;2c0deb9af5e46436063c7f429b733493;0,1,0,1;0,0,1,1;-0.13505,-0.12065,-0.845,0.11193
859;15ebaf9cbe725f1d21e10f8e539a7124;0,1,0,1;0,0,1,1;-0.22851,0.50086,0.12699,0.1163
860;4b64500dfb4d49133a005bb62f3a6432;0,1,0,1;0,0,1,1;0.22851,-0.50086,-0.12699,-0.1163
861;1e8eaff553cc7259da1a1fa64f643b8e;0,1,0,1;0,0,1,1;-0.33365,0.19746,0.41142,0.066837
862;0a812b94b74766642d97808a8759f1e5;0,1,0,1;0,0,1,1;0.33365,-0.19746,-0.41142,-0.066837
863;5b32f8c5a1f73f3081c5df5d606f0d62;0,1,0,1;0,0,1,1;-0.12509,0.37784,0.13533,0.0047773
864;3057447027985ee9f7a20c73d39a0c4c;0,1,0,1;0,0,1,1;0.12509,-0.37784,-0.13533,-0.0047773
865;ada282cf93d06b2518c685aafd27ae4a;0,1,0,1;0,0,1,1;-0.50881,0.15017,0.28588,0.14335
866;0fb002126562af441bcbb5cf7e8708ec;0,1,0,1;0,0,1,1;0.50881,-0.15017,-0.28588,-0.14335
867;bcdf7416ab49a75f2ba55615d3656fbc;0,1,0,1;0,0,1,1;-0.022469,0.28661,0.10413,0.052314
868;d030c9e04855a85e4c9623e1e4fb0096;0,1,0,1;0,0,1,1;0.022469,-0.28661,-0.10413,-0.052314
869;c322d5d770d62093a2935237e2bda402;0,1,0,1;0,0,1,1;0.25899,0.21034,0.28852,-0.17339
870;d8bfc8bc1e5afd6231e617dd2c9cc4c9;0,1,0,1;0,0,1,1;-0.25899,-0.21034,-0.28852,0.17339
871;da6371acf80a4d30300ea586b4744a13;0,1,0,1;0,0,1,1;-0.20703,0.13725,0.30415,-0.1299
872;c60e74f639438fa37f1b45e946170223;0,1,0,1;0,0,1,1;0.20703,-0.13725,-0.30415,0.1299
873;5f3fdbf98135b7125fe15295c8c0f784;0,1,0,1;0,0,1,1;0.15134,0.38461,0.43741,-0.17722
874;5a694330a5b64e54c535f11f31243d0a;0,1,0,1;0,0,1,1;-0.15134,-0.38461,-0.43741,0.17722
875;108fbb3f24fc74b6e19c73c19fca9c13;0,1,0,1;0,0,1,1;-0.21616,0.67948,0.027292,0.021422
876;047f5c0979397d7baa32f3612f13b121;0,1,0,1;0,0,1,1;0.21616,-0.67948,-0.027292,-0.021422
877;8512c9176dde7a3703d033ab81e734ae;0,1,0,1;0,0,1,1;0.51691,0.35307,0.10679,-0.089132
878;7134d9084def28b91fd911d78efb513c;0,1,0,1;0,0,1,1;-0.51691,-0.35307,-0.10679,0.089132
879;e662e8a9526dbc88c3b27b7e167a5f81;0,1,0,1;0,0,1,1;-0.023735,0.27794,0.24229,0.0017197
880;54951a4cc05411b10ec4c8b54d125526;0,1,0,1;0,0,1,1;0.023735,-0.27794,-0.24229,-0.0017197
881;2273257a536181403c14d5ed1b3a0639;0,1,0,1;0,0,1,1;-0.084125,0.3749,0.14566,0.053194
882;6db9920edd603804e74af36558b89b45;0,1,0,1;0,0,1,1;0.084125,-0.3749,-0.14566,-0.053194
883;7742c010beed66aad993c6e7bf0ccc13;0,1,0,1;0,0,1,1;0.17801,0.13429,0.54971,0.02637
884;7a49a67c409e7222e04de953c3ea6ec5;0,1,0,1;0,0,1,1;-0.17801,-0.13429,-0.54971,-0.02637
885;778f7b04db511323dba59edbd1979fdf;0,1,0,1;0,0,1,1;-0.071847,0.57847,0.1926,0.14903
886;83e4669e472c0cc92a915926c7984420;0,1,0,1;0,0,1,1;0.071847,-0.57847,-0.1926,-0.14903
887;dd4099611e2e541b874f6dacadb46a9f;0,1,0,1;0,0,1,1;0.16403,0.58907,0.075953,0.0016429
888;b60df127c048498b51e8bc84861486b4;0,1,0,1;0,0,1,1;-0.16403,-0.58907,-0.075953,-0.0016429
889;44387fd6f4b3974c863d3e52c16f3fc8;0,1,0,1;0,0,1,1;-0.077494,0.36031,0.49427,0.088666
890;70a9e9e1965561b8e326eb97e8692b2e;0,1,0,1;0,0,1,1;0.077494,-0.36031,-0.49427,-0.088666
891;679cbe40f5b2960bc1ee4c6ba1d78314;0,1,0,1;0,0,1,1;-0.25019,0.46843,0.34857,0.32663
892;04adb4899bfdd73be10ce2e176c81b1e;0,1,0,1;0,0,1,1;0.25019,-0.46843,-0.34857,-0.32663
893;4b8759fa487f5c016d5f65c170220a12;0,1,0,1;0,0,1,1;0.26049,0.03665,0.31076,0.036098
894;cad7e54a1748da7c01aa7bbed81bd34c;0,1,0,1;0,0,1,1;-0.26049,-0.03665,-0.31076,-0.036098
895;1adb8fd7a1d0a4d5d8985fb10ac3ec6f;0,1,0,1;0,0,1,1;-0.21886,0.32307,0.28515,0.0078093
896;627f49848ae08a5f1aafaaa04f5280a3;0,1,0,1;0,0,1,1;0.21886,-0.32307,-0.28515,-0.0078093
